Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-07,00:00:00,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,4,4,8
2018-10-07,01:00:00,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,1,3,4
2018-10-07,02:00:00,,,,2,,,,,,,,1,,,1,1,1,,,,,1,1,,,,,,,,3,5,8
2018-10-07,03:00:00,,,,,,,,,,,1,2,,,1,2,1,2,,,,1,,,,,,,,,3,7,10
2018-10-07,04:00:00,,,3,,,1,,1,2,,2,1,,1,8,40,2,3,,3,3,6,3,1,,,,,,,23,57,80
2018-10-07,05:00:00,,,3,8,,,4,2,3,1,5,6,3,6,42,90,5,7,1,1,27,47,1,9,,,,,,,94,177,271
2018-10-07,06:00:00,,,4,1,1,1,3,5,2,11,3,11,9,7,144,263,7,11,1,9,98,132,4,10,,,,,,,276,461,737
2018-10-07,07:00:00,,,7,8,2,1,2,5,10,15,17,8,15,20,226,293,10,16,10,16,151,194,7,9,,,,,,,457,585,1042
2018-10-07,08:00:00,1,,14,7,,,13,5,19,28,11,14,26,28,270,403,19,17,4,7,212,258,2,15,,1,,,,,591,783,1374
2018-10-07,09:00:00,,,11,6,3,2,9,5,11,13,20,23,34,33,402,575,24,33,6,10,253,290,11,12,1,,,,,,785,1002,1787
2018-10-07,10:00:00,2,,6,10,4,2,5,4,13,8,12,25,40,40,482,550,23,28,4,9,251,267,14,9,1,,,1,,,857,953,1810
2018-10-07,11:00:00,,,10,8,4,5,4,2,10,11,10,14,27,32,424,521,22,25,4,8,273,301,20,18,,1,2,,,,810,946,1756
2018-10-07,12:00:00,1,,13,9,6,2,8,1,10,16,9,8,41,44,433,554,28,32,2,7,233,270,11,12,1,,,,,,796,955,1751
2018-10-07,13:00:00,1,,14,21,4,5,6,1,7,9,14,18,36,53,328,439,24,18,2,2,265,327,14,26,,,,,,,715,919,1634
2018-10-07,14:00:00,,,10,13,4,2,12,4,3,16,16,15,52,38,365,446,24,29,5,6,275,287,14,6,,,,,,,780,862,1642
2018-10-07,15:00:00,,,10,6,1,5,3,2,9,11,17,16,30,32,317,484,31,25,3,6,220,257,9,12,,,,,,,650,856,1506
