Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-16,00:00:00,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3
2011-11-16,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-16,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-16,03:00:00,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2
2011-11-16,04:00:00,,,,2,,1,,,,,,,,2,,,,,,,,,,,,,,,,,0,5,5
2011-11-16,05:00:00,,,6,1,3,,,,1,,1,,8,3,2,2,,,,,,,7,4,,,,,,,28,10,38
2011-11-16,06:00:00,,,2,1,,,,,,,1,1,2,3,4,6,1,2,1,2,,,2,4,,,,,,,13,19,32
2011-11-16,07:00:00,,,3,,1,,,,1,,,,6,6,14,25,2,,4,4,,,8,5,,,,,,,39,40,79
2011-11-16,08:00:00,,,2,,1,,,,1,1,,,7,11,24,30,1,,2,4,,,14,11,,,,,,,52,57,109
2011-11-16,09:00:00,,,6,2,,,,,2,3,,,4,6,32,39,,1,1,2,,,9,16,,,,,,,54,69,123
2011-11-16,10:00:00,1,1,2,1,1,,,,,3,,,2,6,19,28,2,,3,2,,,4,29,,,,,,,34,70,104
2011-11-16,11:00:00,,,,2,,,,,2,3,,,3,8,17,18,3,,3,1,,,12,14,,,,,,,40,46,86
2011-11-16,12:00:00,,,3,5,1,,,,3,1,,,8,6,28,38,3,,2,2,,,19,8,,,,,,,67,60,127
2011-11-16,13:00:00,,,5,2,,1,,,3,2,,,7,4,26,43,3,4,2,2,,,10,14,,,,,,,56,72,128
2011-11-16,14:00:00,,,2,,,,,,1,2,,,7,6,19,21,2,,2,1,,,10,6,,,,,,,43,36,79
2011-11-16,15:00:00,,,,1,,,,,1,,,,6,12,21,16,3,2,2,2,,,9,8,,,,,,,42,41,83
2011-11-16,16:00:00,,,1,2,,,2,,,1,,,12,8,46,31,3,,1,,,,15,3,,,,,,,80,45,125
2011-11-16,17:00:00,,,,1,,,,,,,1,,5,5,22,19,1,1,1,,,,7,3,,,,,,,37,29,66
