Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2014-12-08,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-12-08,06:00:00,,,,1,5,4,2,4,,1,,2,4,5,4,3,,,,,,,,,,,,,,,15,20,35
2014-12-08,07:00:00,,,1,2,,2,2,2,1,2,,1,8,6,12,15,1,,,,,,,2,,,,,,,25,32,57
2014-12-08,08:00:00,,,1,,,,2,1,1,3,24,20,7,4,14,17,2,1,,1,,,,6,,,,,,,51,53,104
2014-12-08,09:00:00,,,,2,,1,1,1,3,4,9,7,9,3,19,14,7,,,,,,1,5,,,,,,,49,37,86
2014-12-08,10:00:00,,,,,2,,,,,5,1,6,6,7,11,13,4,,1,,,,5,6,,,,,,,30,37,67
2014-12-08,11:00:00,,,,3,,,1,3,,1,17,10,8,6,21,12,3,2,,1,,,6,4,,,,,,,56,42,98
2014-12-08,12:00:00,,,1,,,1,,,,2,8,4,7,8,26,14,6,,1,,,,3,2,,,,,,,52,31,83
2014-12-08,13:00:00,,,,1,,,1,2,,1,12,6,9,3,18,16,6,,,,,,5,3,,,,,,,51,32,83
2014-12-08,14:00:00,,,,,5,,,,1,2,8,4,9,2,22,11,7,3,,,,,,2,,,,,,,52,24,76
2014-12-08,15:00:00,,,2,,,1,,1,2,1,15,3,17,3,43,13,11,1,,,,,3,1,,,,,,,93,24,117
2014-12-08,16:00:00,,,,1,2,,,1,1,4,20,10,15,4,26,16,3,,,2,,,2,4,,,,,,,69,42,111
2014-12-08,17:00:00,,,1,,,3,,,1,1,19,11,12,6,22,12,1,1,2,,,,1,2,,,,,,,59,36,95
