Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-25,00:00:00,,,6,17,,3,,,,,,3,1,2,7,4,2,2,,,,,2,5,,,,,,,18,36,54
2017-02-25,01:00:00,,,6,5,,3,,,,,,,,1,6,6,1,1,,,,,1,,,,,,,,14,16,30
2017-02-25,02:00:00,,,,12,,5,,3,,,1,2,2,2,3,6,1,1,1,,,,6,1,,,,1,,,14,33,47
2017-02-25,03:00:00,,1,7,24,,15,9,17,,7,2,,10,2,12,1,10,1,,,,,10,6,,,,,,,60,74,134
2017-02-25,04:00:00,,2,5,22,11,9,7,14,3,3,6,,8,2,21,1,5,2,,15,3,,7,4,,,,1,,,76,75,151
2017-02-25,05:00:00,1,2,7,14,18,10,8,34,5,10,30,1,13,6,70,26,8,6,1,11,12,21,10,3,,,1,2,,,184,146,330
2017-02-25,06:00:00,,4,14,38,6,7,4,30,6,8,19,19,8,7,53,124,13,5,4,36,8,22,14,8,,1,7,11,,,156,320,476
2017-02-25,07:00:00,1,5,23,30,3,6,4,35,10,14,48,20,25,13,100,111,12,16,10,30,27,25,9,11,,,10,8,,,282,324,606
2017-02-25,08:00:00,2,6,35,38,1,9,7,15,10,15,48,25,41,18,200,168,20,20,23,23,54,43,17,12,2,,15,17,,,475,409,884
2017-02-25,09:00:00,,,28,30,5,12,5,18,17,12,27,26,36,27,255,165,20,14,27,32,60,50,18,10,2,1,14,16,,,514,413,927
2017-02-25,10:00:00,,1,35,45,4,4,5,9,11,10,20,24,44,29,223,175,24,10,33,27,68,47,12,15,4,1,15,20,,,498,417,915
2017-02-25,11:00:00,,4,42,41,4,7,2,2,12,10,30,21,38,23,255,172,24,11,37,24,72,60,14,17,1,,17,16,,,548,408,956
2017-02-25,12:00:00,4,2,38,34,9,4,4,6,20,11,20,24,37,28,287,179,14,20,23,26,77,75,18,18,,1,16,17,,,567,445,1012
2017-02-25,13:00:00,1,2,35,42,8,4,4,7,16,10,28,25,23,21,196,165,21,12,23,22,75,67,31,13,,2,16,22,,,477,414,891
2017-02-25,14:00:00,,6,21,30,14,2,6,9,9,15,25,24,24,26,245,145,15,18,13,23,92,72,12,24,1,1,18,23,,,495,418,913
