Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-24,00:00:00,,1,1,1,,,,,,,1,,,,2,,,,,,,,1,1,,,,,,,5,3,8
2025-02-24,01:00:00,,,,,,,,,,,,,,,2,1,3,,,,,,1,,,,,,,,6,1,7
2025-02-24,02:00:00,,,3,,,,,,,,2,,,,1,,2,1,,,,,,1,,,,,,,8,2,10
2025-02-24,03:00:00,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,4,1,5
2025-02-24,04:00:00,,,1,,,,,,,,,,,,,,2,1,,,,,,5,,,,,,,3,6,9
2025-02-24,05:00:00,1,,3,2,,,,,,,,,1,,2,1,1,,,,1,1,1,2,,,,,,,10,6,16
2025-02-24,06:00:00,3,,1,4,,,,,,,,,,,7,6,8,2,,,4,1,1,3,,,,,,,24,16,40
2025-02-24,07:00:00,,2,1,7,,,,,,,,,1,3,11,14,2,1,3,,5,1,4,10,,,,,,,27,38,65
2025-02-24,08:00:00,,3,2,2,,,,,3,2,1,1,4,5,14,30,4,2,,1,2,5,12,12,,,,,,,42,63,105
2025-02-24,09:00:00,,1,2,2,,,,,,,1,,3,4,32,35,9,4,1,1,4,4,9,18,,,,,,,61,69,130
2025-02-24,10:00:00,,1,1,1,,,,,1,,,1,4,2,31,23,3,7,,1,16,3,24,20,,,,,,,80,59,139
2025-02-24,11:00:00,,,1,4,,,,,,1,,2,4,1,45,25,2,12,,,8,3,21,20,,,,,,,81,68,149
2025-02-24,12:00:00,1,,1,,,,,,,,1,1,2,3,33,39,2,6,,,2,7,30,19,,,,,,,72,75,147
2025-02-24,13:00:00,1,,3,1,,,1,,,,1,2,5,2,42,40,3,2,,,6,7,16,17,,,,,,,78,71,149
2025-02-24,14:00:00,,1,2,1,,,,,,,2,2,3,3,28,44,4,3,,,4,6,11,15,,,,,,,54,75,129
2025-02-24,15:00:00,,,3,,,,,,,2,,3,3,5,50,52,6,1,,,1,6,10,11,,,,,,,73,80,153
2025-02-24,16:00:00,1,,1,2,,,,,1,1,,2,3,5,32,47,5,8,,,1,7,4,9,,,,,,,48,81,129
