Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-18,00:00:00,,3,1,3,,,,,,1,,,,1,4,3,,1,,,,,,1,,,,,,,5,13,18
2021-03-18,01:00:00,,1,,1,,,,,,,,,,1,3,,1,1,,,,,,2,,,,,,,4,6,10
2021-03-18,02:00:00,,,2,,,,,,1,,2,2,2,,1,1,,2,,1,,,,,,,,,,,8,6,14
2021-03-18,03:00:00,1,,7,,1,,,,1,,,,,1,1,1,1,5,,,2,,2,,,,,,,,16,7,23
2021-03-18,04:00:00,,,7,5,,,1,,1,1,1,,1,,19,10,13,3,,1,16,5,4,5,,,,,,,63,30,93
2021-03-18,05:00:00,2,4,8,5,,,,,14,2,5,5,3,1,58,35,12,9,2,1,23,19,33,13,,,,,,,160,94,254
2021-03-18,06:00:00,3,2,14,23,,,3,2,5,18,3,14,12,6,82,154,10,17,6,1,9,15,44,29,,,,,,,191,281,472
2021-03-18,07:00:00,4,,8,23,3,,3,1,2,2,2,15,11,10,147,159,18,18,4,6,4,6,49,19,,,,,,,255,259,514
2021-03-18,08:00:00,1,2,15,19,2,1,1,1,6,12,8,21,10,11,183,205,27,28,12,8,12,8,50,27,,,,,,,327,343,670
2021-03-18,09:00:00,,2,14,14,1,3,,,6,2,11,18,17,20,272,313,32,26,9,14,9,14,39,34,,,,,,,410,460,870
2021-03-18,10:00:00,,5,8,20,3,1,2,,8,2,15,26,18,24,203,286,24,39,10,9,10,9,26,33,,,,,,,327,454,781
2021-03-18,11:00:00,1,2,18,12,3,1,,4,2,7,17,24,15,21,216,271,29,21,18,16,18,16,37,46,,,,,,,374,441,815
2021-03-18,12:00:00,1,3,19,10,,2,,1,4,8,17,21,17,14,223,234,28,32,11,6,11,6,37,43,,,,,,,368,380,748
2021-03-18,13:00:00,2,2,17,16,,,,1,4,4,13,18,12,11,233,199,31,23,2,11,2,11,41,46,,,,,,,357,342,699
2021-03-18,14:00:00,,2,22,11,1,,,,4,1,25,18,16,17,236,203,35,26,6,5,6,5,48,58,,,,,,,399,346,745
2021-03-18,15:00:00,,1,16,16,,1,2,1,2,3,18,20,23,15,237,237,32,13,5,6,5,6,29,48,,,,,,,369,367,736
