Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-13,00:00:00,2,5,9,1,,,,,,,,1,5,3,4,2,1,5,,,,,1,12,,,,,,,22,29,51
2022-01-13,01:00:00,2,4,5,4,,,,,,,,,7,1,3,2,1,1,,,5,2,,7,,,,,,,23,21,44
2022-01-13,02:00:00,1,,4,5,,,,,,,,,2,,2,1,3,5,,,1,1,3,2,,,,,,,16,14,30
2022-01-13,03:00:00,5,6,5,8,,,,,1,1,1,1,1,2,9,4,11,8,,,3,3,4,3,,,,,,,40,36,76
2022-01-13,04:00:00,3,12,8,17,,,,,5,3,,,3,6,14,19,27,9,,,5,3,5,2,,,,,,,70,71,141
2022-01-13,05:00:00,15,7,17,24,,,,1,13,10,2,2,11,11,49,43,16,6,2,5,36,48,1,11,,,,,,,162,168,330
2022-01-13,06:00:00,18,6,23,17,,,,2,18,18,7,13,14,13,134,120,15,20,8,8,99,137,8,20,,,,,,,344,374,718
2022-01-13,07:00:00,40,15,36,30,,,3,,18,16,26,21,31,29,208,221,28,28,20,15,161,168,23,12,,,,,,,594,555,1149
2022-01-13,08:00:00,39,24,47,37,,,1,,19,16,49,23,60,54,340,405,32,26,17,21,290,277,37,26,,,,,,,931,909,1840
2022-01-13,09:00:00,26,21,41,24,,,,,13,21,28,24,71,94,480,547,35,29,26,18,358,361,41,43,,,,,,,1119,1182,2301
2022-01-13,10:00:00,25,15,43,44,,,,,25,23,35,32,99,92,643,672,37,59,23,18,371,385,36,34,,,,,,,1337,1374,2711
2022-01-13,11:00:00,22,32,65,40,,,1,,30,18,25,32,82,95,653,723,49,43,32,27,375,408,50,53,,,,,,,1384,1471,2855
2022-01-13,12:00:00,31,26,45,36,,,,,24,20,30,36,71,96,693,671,33,46,23,31,379,375,53,48,,,,,,,1382,1385,2767
2022-01-13,13:00:00,36,40,46,33,,,,1,28,28,41,33,100,73,670,723,35,45,18,7,354,373,54,49,,,,,,,1382,1405,2787
2022-01-13,14:00:00,37,27,45,50,,,3,,19,27,40,37,90,76,606,701,40,54,10,19,386,380,54,63,,,,,,,1330,1434,2764
