Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-15,00:00:00,,,2,,,,,,,,,,,2,,,1,,,,,,1,1,,,,,,,4,3,7
2012-12-15,01:00:00,,,,,,,1,,,,,,,,1,2,,,,,,,,2,,,,,,,2,4,6
2012-12-15,02:00:00,1,,,2,1,,,,,,,,1,2,2,,1,,1,,,,2,,,,,,,,9,4,13
2012-12-15,03:00:00,,1,2,,,,2,,,1,,,,,3,2,,,,,,,,3,,,,,,,7,7,14
2012-12-15,04:00:00,,,1,2,,2,3,3,1,1,1,1,3,2,12,4,2,1,1,1,,,3,1,,,,,,,27,18,45
2012-12-15,05:00:00,1,1,4,,2,1,4,4,3,3,1,2,2,3,23,24,3,2,4,2,,,4,2,,,2,3,,,53,47,100
2012-12-15,06:00:00,2,1,3,7,7,3,8,4,5,3,1,3,17,17,24,72,8,7,5,5,,,23,8,,,3,3,,,106,133,239
2012-12-15,07:00:00,2,1,5,1,1,5,7,1,8,3,1,5,20,5,54,75,3,2,4,1,,,23,4,,,4,7,,,132,110,242
2012-12-15,08:00:00,1,,2,9,1,3,2,1,18,2,6,10,35,13,141,100,7,12,4,1,,,8,2,,,11,20,,,236,173,409
2012-12-15,09:00:00,,,4,4,2,4,2,2,5,5,1,21,36,18,125,150,8,21,1,5,,,24,5,,,7,35,,,215,270,485
2012-12-15,10:00:00,1,1,3,2,3,5,1,1,3,1,1,11,15,16,125,150,12,15,3,1,,,27,,,,15,20,,,209,223,432
2012-12-15,11:00:00,2,1,5,6,3,6,2,,4,,,10,11,6,69,184,6,6,1,4,,,,10,,,11,18,,,114,251,365
2012-12-15,12:00:00,2,,4,4,7,7,2,,7,2,,7,11,38,195,135,11,5,9,5,1,,20,27,,,35,15,,,304,245,549
2012-12-15,13:00:00,,2,6,1,8,3,5,,4,3,,3,15,36,185,125,8,7,5,7,,,25,25,,,28,15,,,289,227,516
2012-12-15,14:00:00,1,1,2,6,2,2,,1,1,4,,2,19,33,164,120,10,7,2,8,,,32,25,,,12,16,,,245,225,470
2012-12-15,15:00:00,,,7,2,6,3,1,8,3,2,,1,15,20,175,112,11,2,4,2,,,36,19,,,18,13,,,276,184,460
