Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-19,00:00:00,,,,2,,1,,,1,,,,3,,1,2,1,,,,1,1,,1,,,,,,,7,7,14
2022-01-19,01:00:00,1,,,,,3,,,,,1,,,,2,,,1,,,,,,,,,,,,,4,4,8
2022-01-19,02:00:00,,,,,,,,,,,,,,1,,,2,4,,,,,,2,,,,,,,2,7,9
2022-01-19,03:00:00,,1,3,1,,,,,,,1,,,,,,3,2,,,1,,14,,,,,,,,22,4,26
2022-01-19,04:00:00,2,1,1,1,,1,,,,1,2,,1,,8,4,5,3,6,1,8,4,1,4,,,,,,,34,20,54
2022-01-19,05:00:00,1,2,5,2,6,2,1,,,,2,3,6,1,18,19,7,8,1,7,11,10,12,16,,,,,,,70,70,140
2022-01-19,06:00:00,,2,13,13,1,4,,,3,1,1,6,5,7,38,56,12,19,5,1,20,35,21,16,,,2,,,,121,160,281
2022-01-19,07:00:00,,2,1,35,,3,,,1,,2,12,13,13,91,115,20,34,5,10,45,44,50,25,,,,,,,228,293,521
2022-01-19,08:00:00,,2,8,23,3,3,1,,1,,11,14,10,14,137,185,25,39,11,11,64,81,43,26,,,,,,,314,398,712
2022-01-19,09:00:00,2,2,14,17,10,8,,,1,2,12,15,19,19,193,296,17,40,7,12,63,85,46,34,,,,,,,384,530,914
2022-01-19,10:00:00,,2,7,11,3,2,,1,,1,18,23,16,20,215,310,25,18,19,21,68,75,32,55,,,,,,,403,539,942
2022-01-19,11:00:00,5,5,17,11,6,2,,,1,,12,15,20,21,247,276,49,46,7,8,86,75,37,49,,,,,,,487,508,995
2022-01-19,12:00:00,3,,14,10,3,3,,1,1,,14,17,24,14,230,255,31,34,10,11,73,67,36,41,,,,,,,439,453,892
2022-01-19,13:00:00,1,5,25,16,4,1,1,1,,2,6,24,18,23,249,217,42,32,5,16,64,68,46,52,,,,,,,461,457,918
2022-01-19,14:00:00,4,1,7,9,7,6,,1,,,18,14,13,21,299,236,45,41,5,9,75,71,41,42,,,,,,,514,451,965
2022-01-19,15:00:00,3,1,14,8,4,7,,,,2,23,14,21,18,275,237,33,23,8,7,76,77,46,80,,,,,,,503,474,977
