Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-08,00:00:00,,,1,2,,,,,,,,,1,4,4,9,,1,,,,,1,3,,,,,,,7,19,26
2018-10-08,01:00:00,,,,2,,,,,,,,,3,3,9,1,,2,,,,,1,2,,,,,,,13,10,23
2018-10-08,02:00:00,,,5,3,,,,,,,,,1,4,2,,1,1,,,,,,5,,,,,,,9,13,22
2018-10-08,03:00:00,,,5,12,,,,1,,1,,1,3,6,7,7,3,5,,,2,2,4,2,,,,,,,24,37,61
2018-10-08,04:00:00,,,8,21,,,7,20,1,10,1,,15,7,19,22,6,6,1,,10,6,15,5,,,,,,,83,97,180
2018-10-08,05:00:00,,12,2,16,,,12,15,11,8,9,3,14,15,94,73,8,5,13,1,27,39,9,13,,,,,,,199,200,399
2018-10-08,06:00:00,3,14,10,13,1,3,20,15,14,20,26,2,25,28,242,186,19,13,22,2,103,89,15,12,,,,,,,500,397,897
2018-10-08,07:00:00,5,10,11,9,3,,22,23,1,17,9,1,29,32,218,205,18,14,18,4,114,112,18,18,,,,,,,466,445,911
2018-10-08,08:00:00,3,7,12,9,1,3,34,24,11,33,5,3,51,48,419,392,37,32,20,21,214,216,14,21,,,,,,,821,809,1630
2018-10-08,09:00:00,3,8,11,13,2,3,36,34,14,12,4,2,50,55,423,428,35,32,22,25,216,219,15,16,,,,,,,831,847,1678
2018-10-08,10:00:00,7,5,12,11,,4,27,27,14,33,2,2,73,76,533,571,37,51,13,25,220,226,20,20,,,,,,,958,1051,2009
2018-10-08,11:00:00,4,7,18,15,1,1,29,21,20,20,2,2,61,65,485,437,36,43,12,12,224,224,24,15,,,,1,,,916,863,1779
2018-10-08,12:00:00,,4,10,11,,6,,18,2,16,,,65,66,420,411,35,38,16,14,214,219,14,16,,,,,,,776,819,1595
2018-10-08,13:00:00,,,10,9,5,7,20,24,14,16,,,62,65,414,420,35,34,16,11,211,198,15,16,,,,,,,802,800,1602
2018-10-08,14:00:00,,,12,7,4,2,16,19,16,11,,,60,64,411,418,28,27,11,18,194,185,13,11,,,,,,,765,762,1527
