Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-10,00:00:00,,,,2,,,,,,,,,,,1,2,2,,,,,,1,,,,,,,,4,4,8
2023-05-10,01:00:00,,,1,1,1,,,,,,,,,,,,,,,,,,4,,,,,,,,6,1,7
2023-05-10,02:00:00,,,,,,,,,,,,,,,1,,2,,,,,,2,,,,,,,,5,0,5
2023-05-10,03:00:00,,,1,2,1,,,,,,,,,,,,1,,,,,,7,,,,,,,,10,2,12
2023-05-10,04:00:00,,,5,9,,,,,,,,,,,3,1,1,,,,,,1,,,,,,,,10,10,20
2023-05-10,05:00:00,,,4,4,,1,,,,,,1,2,6,15,13,3,9,,,4,2,3,2,,,,,,,31,38,69
2023-05-10,06:00:00,2,,10,,,,,,,,2,,2,5,21,35,9,6,,,3,8,19,8,,,,,,,68,62,130
2023-05-10,07:00:00,2,,9,5,,,,,,3,2,,7,10,20,76,17,6,,,15,8,32,25,,,,,,,104,133,237
2023-05-10,08:00:00,,,1,5,1,1,,,4,1,1,,8,12,44,91,20,16,,,8,11,26,47,,,,,,,113,184,297
2023-05-10,09:00:00,,,5,5,2,2,,,2,6,6,,6,15,95,119,21,16,,,16,15,32,36,,,,,,,185,214,399
2023-05-10,10:00:00,,,3,2,,,,,3,3,,,7,16,70,105,20,22,,,25,25,32,49,,,,,,,160,222,382
2023-05-10,11:00:00,,,5,2,,3,,,2,,,,10,9,82,99,15,15,,1,26,25,33,24,,,,,,,173,178,351
2023-05-10,12:00:00,,,3,4,1,,,1,1,1,,,11,10,40,111,17,25,1,,18,9,50,15,,,,,,,142,176,318
2023-05-10,13:00:00,,,4,1,,1,,,2,,,,,11,35,75,15,22,,,13,14,31,20,,,,,,,100,144,244
2023-05-10,14:00:00,,,5,5,3,1,,,2,1,1,,14,14,80,66,12,15,,1,16,20,52,24,,,,,,,185,147,332
2023-05-10,15:00:00,,,2,3,,1,,,5,2,1,,9,10,105,90,12,12,1,,20,14,25,20,,,,,,,180,152,332
2023-05-10,16:00:00,,,4,4,6,1,,,6,1,,1,9,7,140,91,14,12,,,15,17,16,9,,,,,,,210,143,353
