Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-11-22,00:00:00,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,0,4,4
2018-11-22,01:00:00,,,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,2,4
2018-11-22,02:00:00,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
2018-11-22,03:00:00,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,1,1
2018-11-22,04:00:00,,,1,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,5,6
2018-11-22,05:00:00,,,2,2,2,1,,1,,,2,1,2,,2,4,,,,,,,3,1,,,,,,,13,10,23
2018-11-22,06:00:00,,,4,,2,2,,1,2,,,2,1,4,5,3,3,3,2,1,,,5,7,,,,,,,24,23,47
2018-11-22,07:00:00,,,3,5,1,,,,,2,3,5,3,4,16,24,6,10,4,,,,6,5,,,,,,,42,55,97
2018-11-22,08:00:00,,,4,3,,1,,,1,,2,4,5,4,15,18,8,7,,2,,,11,10,,,,,,,46,49,95
2018-11-22,09:00:00,,,5,4,1,2,2,2,,,4,3,4,5,10,19,9,8,,,,,13,15,,,,,,,48,58,106
2018-11-22,10:00:00,,,4,3,1,,,1,,,3,4,5,2,24,25,5,2,2,,,,20,14,,,,,,,64,51,115
2018-11-22,11:00:00,,,3,,1,,1,,,1,3,2,4,3,11,19,2,4,2,3,,,12,18,,,,,,,39,50,89
2018-11-22,12:00:00,,,2,3,6,1,2,3,1,1,,4,3,1,12,14,3,1,,3,,,11,7,,,,,,,40,38,78
2018-11-22,13:00:00,,,1,2,1,2,4,2,3,,,3,4,2,9,11,3,,2,1,,,6,14,,,,,,,33,37,70
2018-11-22,14:00:00,,,4,2,7,1,,1,1,,,5,5,1,18,16,1,2,,,,,9,5,,,,,,,45,33,78
2018-11-22,15:00:00,,,2,,2,,2,3,1,,1,3,5,2,21,34,,3,2,2,,,6,7,,,,,,,42,54,96
2018-11-22,16:00:00,,,3,2,1,2,1,2,3,,,5,2,4,23,28,2,1,,1,,,5,6,,,,,,,40,51,91
