Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-17,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2017-02-17,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2017-02-17,02:00:00,,,3,,,,,,,,,,,,2,6,2,2,1,,,1,3,2,,,,,,,11,11,22
2017-02-17,03:00:00,,,15,,2,2,1,,,,,,,,1,2,1,6,2,,1,,,3,,,,,,,23,13,36
2017-02-17,04:00:00,,,4,,1,,1,,,,,,,,,6,1,3,,,,,1,2,,,,,,,8,11,19
2017-02-17,05:00:00,,,2,5,3,2,3,,,,1,,,,13,21,6,10,10,3,,5,9,11,,,,,,,47,57,104
2017-02-17,06:00:00,,,4,11,5,7,2,1,2,9,,3,7,14,50,120,8,14,8,6,18,13,28,19,,,2,2,,,134,219,353
2017-02-17,07:00:00,2,4,5,15,,2,5,,5,4,,3,6,14,72,115,11,24,8,1,33,54,40,24,,,3,2,,,190,262,452
2017-02-17,08:00:00,,,10,15,,1,6,1,9,14,1,4,12,16,99,142,19,26,5,10,51,54,42,26,,,2,5,,,256,314,570
2017-02-17,09:00:00,,,9,15,2,1,2,1,4,2,1,3,27,20,172,204,16,21,6,5,57,51,33,39,,1,,3,,,329,366,695
2017-02-17,10:00:00,,2,8,12,2,4,6,,2,1,,,18,30,178,177,24,20,10,11,60,52,46,53,,,,4,,,354,366,720
2017-02-17,11:00:00,,,16,14,1,3,8,2,3,4,2,2,29,22,175,200,30,24,4,12,52,46,57,49,,1,,,,,377,379,756
2017-02-17,12:00:00,,,12,8,2,2,3,5,,2,1,1,20,17,160,155,33,18,6,5,50,51,37,47,1,1,2,,,,327,312,639
2017-02-17,13:00:00,,,12,14,1,2,1,7,2,2,,1,24,14,165,132,18,18,2,6,47,49,48,50,,,,,,,320,295,615
2017-02-17,14:00:00,,,11,6,,1,1,7,1,,,1,26,18,207,166,17,19,6,6,57,54,49,55,,,,1,,,375,334,709
2017-02-17,15:00:00,,,14,15,3,2,3,18,5,2,,2,26,24,213,159,25,11,5,7,90,88,56,41,,,3,2,,,443,371,814
