Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,15:00:00,8,7,19,10,2,3,29,25,,16,30,24,99,80,661,722,36,30,12,5,438,428,50,52,,,,,,,1384,1402,2786
2022-01-12,16:00:00,9,14,27,10,4,7,28,18,,19,22,14,77,92,608,649,33,28,6,8,453,380,49,43,,,,,,,1316,1282,2598
2022-01-12,17:00:00,12,14,24,9,1,3,30,24,1,8,20,19,97,82,680,568,23,44,2,9,399,381,46,49,,,,,,,1335,1210,2545
2022-01-12,18:00:00,10,7,11,13,1,1,24,15,1,4,4,4,115,70,509,371,28,17,3,9,284,214,47,36,,,,,,,1037,761,1798
2022-01-12,19:00:00,9,7,11,1,,,4,4,4,5,1,6,67,60,255,152,6,14,5,4,134,89,16,12,,,,,,,512,354,866
2022-01-12,20:00:00,7,8,4,1,,,3,2,,,4,3,38,39,106,111,5,10,3,,61,46,12,7,,,,,,,243,227,470
2022-01-12,21:00:00,8,2,6,3,,,1,2,,1,,1,23,34,62,62,2,6,3,,21,9,11,7,,,,,,,137,127,264
2022-01-12,22:00:00,3,6,1,1,,,,3,,,,1,10,15,44,22,1,5,,1,5,4,5,1,,,,,,,69,59,128
2022-01-12,23:00:00,3,5,5,3,,,,,,,,,9,7,15,12,1,8,1,,,1,7,,,,,,,,41,36,77
Day 1 Sub-totalclick to view/hide in hour,201,223,279,273,29,33,385,350,49,108,204,270,1067,1032,7399,7924,401,439,142,148,5020,4733,612,588,1,2,5,0,0,0,15794,16123,31917,
2022-01-13,00:00:00,1,4,,,,,,,,,,,12,4,9,7,,1,,,1,,4,1,,,,,,,27,17,44
2022-01-13,01:00:00,,3,,5,,,,,1,,,,9,3,10,3,1,3,,1,1,2,1,5,,,,,,,23,25,48
2022-01-13,02:00:00,1,1,1,,,,,,1,,,,3,5,3,1,1,3,,,1,2,2,,,,,,,,13,12,25
2022-01-13,03:00:00,3,2,1,3,,,1,2,,,1,2,8,5,12,13,7,4,,,9,8,2,5,,,,,,,44,44,88
2022-01-13,04:00:00,6,8,3,13,,1,3,5,,1,,2,7,6,13,22,5,5,,,6,15,4,3,,,,,,,47,81,128
2022-01-13,05:00:00,7,10,9,13,,2,14,18,3,2,1,13,11,10,19,57,5,9,2,,31,30,21,14,,,,,,,123,178,301
2022-01-13,06:00:00,14,11,10,9,,,22,17,2,3,4,14,22,19,121,126,13,11,8,2,68,88,23,15,,,,,,,307,315,622
2022-01-13,07:00:00,13,17,8,20,,,35,21,8,3,6,27,21,28,184,282,23,18,7,15,185,169,22,17,1,,,,2,,515,617,1132
2022-01-13,08:00:00,10,3,15,25,,3,39,28,5,3,7,14,38,65,340,399,21,30,12,6,231,269,31,22,,,,,,,749,867,1616
2022-01-13,09:00:00,12,6,12,14,1,3,35,31,5,1,10,18,64,81,496,594,27,27,10,20,295,318,31,30,1,2,,,,1,999,1146,2145
2022-01-13,10:00:00,7,9,11,15,4,,21,25,4,2,7,14,67,86,627,696,42,29,11,17,362,362,26,37,,1,,,,,1189,1293,2482
2022-01-13,11:00:00,8,14,19,26,1,2,25,26,3,3,9,19,68,74,634,742,32,25,9,16,372,354,39,43,,,,,,1,1219,1345,2564
2022-01-13,12:00:00,13,10,16,20,3,5,26,29,4,8,10,19,82,75,719,791,43,31,16,17,399,385,40,37,1,,,,,,1372,1427,2799
2022-01-13,13:00:00,7,11,21,17,1,1,25,29,4,7,16,19,75,86,707,742,36,26,2,12,381,393,38,49,,,,,,,1313,1392,2705
2022-01-13,14:00:00,7,13,25,21,1,5,23,36,4,10,17,23,75,98,649,758,32,36,9,8,358,383,31,53,,1,,,,,1231,1445,2676
2022-01-13,15:00:00,6,6,25,17,1,5,29,28,4,10,14,21,83,98,644,730,36,38,12,12,387,384,40,65,,,,,,,1281,1414,2695
2022-01-13,16:00:00,7,16,10,17,4,3,25,27,4,7,34,22,91,73,643,642,26,30,9,5,401,375,37,39,3,,,,,,1294,1256,2550
2022-01-13,17:00:00,12,9,34,10,1,4,26,21,1,4,22,15,111,68,622,580,32,25,7,13,364,320,47,41,,,,,,,1279,1110,2389
2022-01-13,18:00:00,17,7,24,14,,,19,15,6,2,6,12,108,78,436,366,17,29,4,5,240,221,25,42,,,,,,,902,791,1693
2022-01-13,19:00:00,8,8,11,11,,1,14,7,5,4,,9,61,65,228,202,8,15,,3,121,116,17,22,,,,,,,473,463,936
2022-01-13,20:00:00,5,10,11,4,,1,4,7,1,,1,3,56,39,119,97,6,7,,,43,41,8,12,,,,,,,254,221,475
2022-01-13,21:00:00,19,5,8,,1,,2,3,,,,2,31,23,61,51,4,4,,,17,10,6,13,,,,,,,149,111,260
2022-01-13,22:00:00,2,4,1,1,,,,,1,,2,,15,18,34,30,2,4,,,12,9,3,8,,,,,,,72,74,146
2022-01-13,23:00:00,2,,1,2,,1,,2,,1,,,5,6,11,25,1,,,,3,2,,5,,,,,,,23,44,67
Day 2 Sub-totalclick to view/hide in hour,187,187,276,277,18,37,388,377,66,71,167,268,1123,1113,7341,7956,420,410,118,152,4288,4256,498,578,6,4,0,0,2,2,14898,15688,30586,
2022-01-14,00:00:00,,,1,2,,,,1,3,2,,1,,2,3,5,1,1,,,1,1,9,1,,,,,,,18,16,34
2022-01-14,01:00:00,,,,3,,,,1,2,,,,,3,7,3,3,2,,,,1,3,2,,,,,,,15,15,30
2022-01-14,02:00:00,3,,1,3,,,,,1,,,,,2,4,8,3,9,,,4,3,2,2,,,,,,,18,27,45
2022-01-14,03:00:00,,1,1,1,,,,2,,,2,,2,1,6,3,6,6,,,3,12,8,1,,,,,,,28,27,55
2022-01-14,04:00:00,2,2,6,3,,,,3,8,,3,,2,2,21,23,3,7,4,,10,21,14,4,,,,,,,73,65,138
2022-01-14,05:00:00,4,6,2,5,,1,,16,12,,10,7,6,13,34,51,5,15,,2,18,44,17,9,,,,,,,108,169,277
2022-01-14,06:00:00,6,10,15,23,,,,19,27,1,9,15,7,7,81,126,15,12,2,3,87,89,17,15,,,,,,,266,320,586
2022-01-14,07:00:00,15,11,17,32,,,6,34,39,1,6,17,14,36,215,304,17,10,10,4,157,195,29,23,,,,,,,525,667,1192
2022-01-14,08:00:00,6,8,24,27,,2,2,30,39,1,17,13,27,34,369,453,15,21,11,6,262,269,64,36,1,,,1,,,837,901,1738
2022-01-14,09:00:00,10,4,20,26,,1,,26,32,1,14,21,33,69,482,623,23,28,16,8,332,354,38,46,,,,2,,,1000,1209,2209
2022-01-14,10:00:00,13,5,22,19,,,1,26,31,1,7,17,37,58,604,719,41,28,6,18,344,391,35,46,,,,2,,,1141,1330,2471
2022-01-14,11:00:00,7,12,18,32,,,,34,29,,14,15,41,71,666,859,34,31,12,12,372,405,46,43,1,,,,,,1240,1514,2754
2022-01-14,12:00:00,6,10,26,30,,2,,40,27,1,16,16,53,62,733,831,35,24,12,12,342,345,59,48,1,,,4,,,1310,1425,2735
2022-01-14,13:00:00,6,14,27,14,,1,,41,29,3,17,13,50,72,688,758,24,33,3,6,366,379,73,76,1,,,1,,,1284,1411,2695
2022-01-14,14:00:00,10,16,25,22,,3,,37,32,4,32,26,42,71,638,799,33,29,9,9,370,398,86,72,,,,,,,1277,1486,2763
2022-01-14,15:00:00,7,3,36,26,,,,38,25,1,35,21,54,63,705,681,27,24,6,4,396,360,77,65,,3,,1,,,1368,1290,2658
2022-01-14,16:00:00,10,6,28,21,,2,,35,33,1,32,12,50,61,646,676,27,35,7,12,428,365,68,56,,,,1,,,1329,1283,2612
2022-01-14,17:00:00,5,9,26,20,1,1,,30,32,2,37,17,54,76,707,660,22,30,6,7,366,358,77,55,,,,1,,,1333,1266,2599
2022-01-14,18:00:00,3,4,24,9,,,,15,24,3,22,8,63,59,537,367,15,39,4,3,251,233,68,47,,,,,,,1011,787,1798
2022-01-14,19:00:00,1,6,12,8,,,,7,11,1,13,9,36,50,225,193,4,28,1,5,127,114,47,33,,,,,,,477,454,931
2022-01-14,20:00:00,1,2,11,5,,,,2,2,,2,2,26,37,120,101,1,9,1,,48,44,20,22,,,,,,,232,224,456
2022-01-14,21:00:00,2,3,9,,,,,5,2,,1,1,20,20,70,48,4,8,,,30,22,12,9,,,,,,,150,116,266
2022-01-14,22:00:00,3,1,3,3,,,,2,2,,1,,10,10,34,29,3,9,,1,12,12,9,6,,,,,,,77,73,150
2022-01-14,23:00:00,2,3,,1,,,,2,,,,1,3,6,16,10,,3,,,6,6,6,5,,,,,,,,,
Day 3 Sub-totalclick to view/hide in hour,122,136,354,335,1,13,9,446,442,23,290,232,630,885,7611,8330,361,441,110,112,4332,4421,884,722,4,3,0,13,0,0,15150,16112,31262,
Total,510,546,909,885,48,83,782,1173,557,202,661,770,2820,3030,22351,24210,1182,1290,370,412,13640,13410,1994,1888,11,9,5,13,2,2,45842,47923,93765,
Grand Total,1056,1794,131,1955,759,1431,5850,46561,2472,782,27050,3882,20,18,4,93765,93765,,,,,,,,,,,,,,,,,
Average Daily Traffic (ADT),352,598,44,652,253,477,1950,15520,824,261,9017,1294,7,6,1,31255,31255,,,,,,,,,,,,,,,,,
Composition (%),1%,2%,0%,2%,1%,2%,6%,50%,3%,1%,29%,4%,0%,0%,0%,100%,100%,,,,,,,,,,,,,,,,,
Total ADT Exc. MC & Rickshaw,15729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composition Exc. MC & Rickshaw(%),2%,4%,0%,4%,2%,3%,12%,-,5%,2%,57%,8%,0%,-,0%,100%,100%,,,,,,,,,,,,,,,,,
Average Annual Daily Traffic(AADT),334,568,41,619,240,453,1853,14744,783,248,8566,1229,6,6,1,29692,,,,,,,,,,,,,,,,,,
AADT Exc. MC & Rickshaw,334,568,41,619,240,453,1853,-,783,248,8566,1229,6,-,1,14942,,,,,,,,,,,,,,,,,,
PCU Factors,4,3,1.5,3,2.5,1.5,1,0.5,1,1.5,0.75,1,1.5,1,2,,,,,,,,,,,,,,,,,,,
AADT in PCUs,1336,1704,62,1857,600,680,1853,7372,783,372,6425,1229,9,6,2,24289,,,,,,,,,,,,,,,,,,
AADT in PCUs Exc. MC & Rickshaw,1336,1704,61.5,1857,600,679.5,1853,-,783,372,6424.5,1229,9,-,2,16911,,,,,,,,,,,,,,,,,,
