Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-03,00:00:00,,,5,,,1,,,,,3,1,3,,5,6,1,,,,,,2,4,,,,,,,19,12,31
2018-10-03,01:00:00,,,4,4,,1,,,,2,1,,1,,3,4,1,1,,,2,,,5,,,,,,1,12,18,30
2018-10-03,02:00:00,,1,7,7,1,1,,,,,,1,1,,6,2,6,2,,,,,2,3,,,,,,,23,17,40
2018-10-03,03:00:00,,,10,8,,,1,2,,,2,,2,1,6,8,7,4,,,1,,,5,,,,,,,29,28,57
2018-10-03,04:00:00,,3,8,8,,,7,7,2,1,2,7,3,2,23,45,12,6,,,15,5,1,10,,1,,,,,73,95,168
2018-10-03,05:00:00,1,1,35,9,3,4,21,22,1,7,11,10,2,2,73,85,7,8,1,5,36,51,3,2,,1,,,,2,194,209,403
2018-10-03,06:00:00,1,,28,22,1,1,28,23,6,4,27,34,16,18,256,241,11,15,1,3,150,186,11,8,,1,,,1,3,537,559,1096
2018-10-03,07:00:00,,,44,23,5,,29,17,10,14,30,12,25,28,329,375,30,21,4,9,209,216,21,14,1,2,,2,5,2,742,735,1477
2018-10-03,08:00:00,1,,51,23,1,5,41,32,19,19,39,27,38,41,485,500,26,43,8,13,222,260,11,16,,1,,,5,4,947,984,1931
2018-10-03,09:00:00,1,,55,22,4,17,42,27,12,17,40,37,56,53,400,569,41,38,9,11,333,330,21,18,,,,,6,8,1020,1147,2167
2018-10-03,10:00:00,2,1,55,27,10,12,35,19,17,26,33,44,55,58,353,625,44,45,21,15,308,455,25,25,,1,,,17,23,975,1376,2351
2018-10-03,11:00:00,3,,56,25,22,15,22,25,15,23,25,33,49,51,534,630,32,44,14,22,303,360,31,23,,2,,,11,24,1117,1277,2394
2018-10-03,12:00:00,3,,33,32,13,22,20,25,16,19,44,34,56,58,580,660,47,49,19,17,287,336,34,17,1,,,,19,21,1172,1290,2462
2018-10-03,13:00:00,1,,38,39,23,12,37,28,13,20,39,54,49,62,546,604,34,36,10,14,284,302,32,30,,1,,,21,22,1127,1224,2351
