Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-14,00:00:00,5,2,1,,,,,,,,,,9,5,12,5,1,3,,,,,,3,,,,,,,28,18,46
2023-05-14,01:00:00,,3,,2,,,,2,1,1,,,6,2,6,6,,2,,,,,2,,,,,,,,15,18,33
2023-05-14,02:00:00,1,1,2,,,1,,,,,,,1,5,4,3,1,1,,,1,,,,,,,,,,10,11,21
2023-05-14,03:00:00,,1,1,4,,,1,1,,1,,,8,4,10,9,3,1,,1,2,,,3,,,,,,,25,25,50
2023-05-14,04:00:00,3,1,,5,,,5,2,,2,6,2,17,9,38,22,9,4,2,,10,3,3,3,,,,,,,93,53,146
2023-05-14,05:00:00,5,4,2,3,1,1,1,4,7,16,21,1,18,18,78,61,11,12,3,,21,16,19,20,,,,,,,187,156,343
2023-05-14,06:00:00,4,6,15,9,3,1,8,7,24,19,24,14,32,18,266,172,26,21,2,4,44,47,26,28,,,4,,,,478,346,824
2023-05-14,07:00:00,3,10,5,13,,1,6,10,39,25,33,22,59,47,330,269,18,22,8,6,51,52,30,44,,,,,,,582,521,1103
2023-05-14,08:00:00,4,11,7,11,4,1,6,12,29,32,27,26,73,71,380,312,39,31,5,5,83,58,38,45,,,2,,,,697,615,1312
2023-05-14,09:00:00,2,13,16,8,2,4,2,11,35,32,26,18,91,74,664,490,34,35,11,10,75,54,48,49,,,,,,,1006,798,1804
2023-05-14,10:00:00,3,13,12,9,6,2,1,14,42,31,30,28,110,85,567,526,39,43,9,6,87,84,52,39,,,,,,,958,880,1838
2023-05-14,11:00:00,11,6,14,16,6,5,2,4,29,33,36,35,97,109,521,567,48,46,6,4,105,107,52,50,,,4,2,,,931,984,1915
2023-05-14,12:00:00,9,17,14,16,5,5,2,1,46,34,35,34,118,112,493,494,46,39,11,4,96,68,37,46,,,4,2,,,916,872,1788
2023-05-14,13:00:00,6,5,10,17,10,5,4,2,40,19,24,36,94,86,432,460,48,41,5,15,76,101,65,48,,,2,2,,,816,837,1653
2023-05-14,14:00:00,17,5,12,22,1,2,10,2,33,23,27,27,103,82,505,487,54,49,4,8,83,90,77,58,,,2,,,,928,855,1783
