Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-20,00:00:00,1,8,3,,1,,,1,,,,3,3,4,7,8,6,3,,,1,3,2,1,,,,,,,24,31,55
2025-02-20,01:00:00,3,2,,3,,,,,,,,1,1,,3,2,4,1,,,2,1,2,,,,,,,,15,10,25
2025-02-20,02:00:00,2,5,2,1,2,1,,,,,,,1,3,,2,5,5,1,,,3,1,4,,,,,,,14,24,38
2025-02-20,03:00:00,3,2,2,6,1,,,3,1,1,,1,1,,4,7,8,5,,,1,2,3,1,,,,,,,24,28,52
2025-02-20,04:00:00,1,7,1,3,1,1,4,20,5,2,6,5,,7,11,13,9,9,,,3,2,5,6,,,,,,,46,75,121
2025-02-20,05:00:00,1,13,11,4,,2,6,24,11,3,23,9,15,5,44,35,15,5,1,,11,7,12,8,,,,,,2,150,117,267
2025-02-20,06:00:00,5,11,7,9,1,4,34,22,9,13,34,12,23,8,187,115,8,17,1,3,41,23,16,20,1,,,,,,367,257,624
2025-02-20,07:00:00,3,11,3,3,5,5,13,15,21,19,35,27,41,45,206,191,27,25,5,1,54,33,23,46,,,,,,,436,421,857
2025-02-20,08:00:00,8,27,13,13,2,5,18,3,22,44,44,30,50,63,273,296,22,30,4,3,62,62,23,33,,,,,,,541,609,1150
2025-02-20,09:00:00,16,15,18,15,1,3,28,10,13,31,52,27,87,76,502,399,53,37,8,6,73,60,34,41,,,,,,,885,720,1605
2025-02-20,10:00:00,8,25,23,17,5,2,25,11,15,34,51,33,71,106,556,449,42,69,4,7,104,71,38,39,,,,,,,942,863,1805
2025-02-20,11:00:00,17,11,19,12,1,3,40,27,7,15,58,41,85,105,458,498,42,32,3,4,90,80,61,36,,1,,,,,881,865,1746
2025-02-20,12:00:00,12,11,25,22,1,4,25,25,17,11,43,45,96,76,544,484,56,41,8,4,83,82,36,29,,,,,,,946,834,1780
2025-02-20,13:00:00,8,12,16,18,2,1,9,19,27,4,43,42,83,74,442,352,33,42,9,3,67,87,51,49,,1,,,,,790,704,1494
2025-02-20,14:00:00,13,15,16,15,4,1,14,25,30,7,32,50,84,73,402,477,40,62,1,5,69,69,46,55,,,,,,,751,854,1605
