Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-11,00:00:00,11,8,3,6,,2,,,,,,,1,,9,3,,,,,,,2,,,,,,,,26,19,45
2011-11-11,01:00:00,7,4,2,8,1,1,,,,,,,5,,4,7,,,,,,,1,2,,,,,,,20,22,42
2011-11-11,02:00:00,15,7,5,10,,,,,,,,,,1,8,11,,1,,,,,3,1,,,,,,,31,31,62
2011-11-11,03:00:00,22,13,12,8,3,,,,,,,,2,1,10,3,2,,,,,,6,8,,,,,,,57,33,90
2011-11-11,04:00:00,8,19,8,7,1,2,,,2,2,,,1,2,13,20,2,2,2,1,,,4,6,,,,7,2,3,43,71,114
2011-11-11,05:00:00,3,8,15,13,,,1,1,5,4,,,2,3,33,28,3,3,3,2,,,13,8,,,22,13,2,2,102,85,187
2011-11-11,06:00:00,7,4,16,11,2,1,1,1,6,4,1,,2,1,64,55,,1,3,2,,,2,3,,,13,11,3,1,120,95,215
2011-11-11,07:00:00,8,10,28,13,1,,1,1,8,8,,,1,2,53,64,3,,6,4,,,7,5,,,31,14,,3,147,124,271
2011-11-11,08:00:00,3,12,7,5,3,2,2,1,7,7,,,3,3,83,78,2,3,5,10,,,8,4,,,32,18,,2,155,145,300
2011-11-11,09:00:00,2,5,8,5,1,,3,3,12,11,,,6,7,134,104,1,1,10,4,,,13,13,,,13,17,,3,203,173,376
2011-11-11,10:00:00,3,7,13,7,2,1,1,1,7,7,,,5,3,99,77,1,2,9,8,,,8,5,2,1,30,30,,4,180,153,333
2011-11-11,11:00:00,7,3,17,14,1,2,2,2,8,8,,,2,2,58,95,2,1,4,12,,,4,8,1,1,23,19,,3,129,170,299
2011-11-11,12:00:00,2,5,8,3,2,1,1,1,7,8,,,8,2,84,104,2,2,8,10,,,5,10,,,25,35,3,5,155,186,341
2011-11-11,13:00:00,3,2,8,6,,,,2,8,7,,,7,1,69,82,,1,10,7,,,8,7,,,17,23,,2,130,140,270
2011-11-11,14:00:00,2,4,8,11,1,,1,1,7,5,,,10,4,87,64,1,,5,4,,,7,3,,,24,23,1,4,154,123,277
