Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2014-11-19,00:00:00,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,2,2,4
2014-11-19,01:00:00,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,0,3
2014-11-19,02:00:00,,,,,,,,,,,,,,,1,4,,,1,,,,,,,,,,,,2,4,6
2014-11-19,03:00:00,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,3,1,4
2014-11-19,04:00:00,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0,3,3
2014-11-19,05:00:00,,,,,,,,,,,6,,,,1,22,,1,,,,,,,,,,,,,7,23,30
2014-11-19,06:00:00,,,5,6,,1,5,1,,,2,3,3,1,73,53,2,1,2,9,,,1,2,,,7,16,,,100,93,193
2014-11-19,07:00:00,1,,6,6,2,2,5,4,16,3,1,1,1,2,92,50,1,3,8,8,2,1,4,5,,2,4,37,,,143,124,267
2014-11-19,08:00:00,1,1,5,4,3,3,5,5,14,15,4,8,5,8,130,126,1,1,9,7,,2,6,5,,,20,114,,,203,299,502
2014-11-19,09:00:00,1,,5,4,6,8,6,4,11,22,3,2,6,12,124,142,1,,6,6,,,8,9,,1,49,168,4,4,230,382,612
2014-11-19,10:00:00,5,,8,8,7,5,3,2,,3,6,4,3,8,150,150,2,4,3,3,2,,8,4,1,,55,111,1,1,254,303,557
2014-11-19,11:00:00,,6,9,13,4,,3,3,1,2,5,1,6,11,135,135,4,1,2,2,4,3,5,4,1,3,105,115,,1,284,300,584
2014-11-19,12:00:00,1,,10,4,2,3,2,2,1,3,,4,8,7,100,123,12,12,1,10,2,,6,8,,,117,95,3,,265,271,536
2014-11-19,13:00:00,2,,9,5,1,4,4,2,4,5,1,,18,6,99,96,7,5,3,2,2,3,6,2,,,112,111,,1,268,242,510
2014-11-19,14:00:00,1,1,9,5,1,4,4,1,4,3,1,,18,14,86,93,7,5,2,3,2,4,6,3,,,112,115,,,253,251,504
2014-11-19,15:00:00,,2,4,10,4,2,2,3,14,7,4,4,8,9,96,63,3,2,5,7,2,4,4,3,1,,103,171,1,,251,287,538
