Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-24,00:00:00,,1,,,,,,,1,,,,,,2,6,,1,,,1,,3,,,,,,,,7,8,15
2025-02-24,01:00:00,,,,,,,,,,,,,,1,2,1,1,1,,,,,2,,,,,,,,5,3,8
2025-02-24,02:00:00,2,1,,,,,1,,,,,,1,,4,2,3,2,,,1,1,1,1,,,,,,,13,7,20
2025-02-24,03:00:00,,,1,,,,,,,,1,,,,6,2,2,2,1,,,,3,,,,,,,,14,4,18
2025-02-24,04:00:00,1,1,1,,,,,,4,,,1,2,,6,10,5,9,1,1,5,4,2,2,,,,,,,27,28,55
2025-02-24,05:00:00,2,5,,7,,1,2,,5,8,2,8,3,5,24,26,6,10,1,2,8,13,8,14,,,,,,,61,99,160
2025-02-24,06:00:00,7,4,1,20,,1,,,,7,3,8,10,14,53,81,10,13,,2,41,46,17,10,,,,,,,142,206,348
2025-02-24,07:00:00,4,2,5,3,,2,1,,5,6,5,4,25,31,117,152,12,17,9,2,53,65,26,13,,,,,,,262,297,559
2025-02-24,08:00:00,2,5,4,5,1,,1,1,10,12,6,6,37,37,156,160,23,18,8,4,71,80,36,24,,,1,,,,356,352,708
2025-02-24,09:00:00,4,2,6,9,5,5,,,11,8,5,6,36,46,210,269,25,25,7,7,99,107,33,27,,,3,5,,,444,516,960
2025-02-24,10:00:00,2,3,8,7,,2,1,,4,,5,4,48,52,241,315,15,20,6,4,97,126,25,37,,,,,,,452,570,1022
2025-02-24,11:00:00,6,4,3,1,1,,,,5,8,7,7,47,33,230,263,24,19,8,11,112,107,18,35,,,,3,,,461,491,952
2025-02-24,12:00:00,2,5,6,13,1,4,,1,3,5,1,5,41,42,232,213,15,20,8,9,97,91,24,33,,,,,,,430,441,871
2025-02-24,13:00:00,5,3,9,6,1,1,,1,2,1,4,4,44,41,219,236,27,23,5,9,22,93,33,25,,,,1,,,371,444,815
2025-02-24,14:00:00,3,1,8,4,,1,3,1,1,4,6,9,43,49,267,236,25,18,13,3,113,110,24,43,,,1,1,,,507,480,987
