Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-22,00:00:00,,,1,,,,,,,,2,2,1,,,1,1,4,,,,,2,,,,,,,,7,7,14
2022-01-22,01:00:00,,,,,,,,,,,1,1,,,2,,,,,,,,1,,,,,,,,4,1,5
2022-01-22,02:00:00,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,2,1,3
2022-01-22,03:00:00,,,2,6,,,,,,,1,,,,,1,3,1,,,,,,,,,,,,,6,8,14
2022-01-22,04:00:00,,,12,,,,,,,,,,1,,,,3,4,,,,,2,2,,,,,,,18,6,24
2022-01-22,05:00:00,,,12,1,,,,,,,,,,,,3,7,2,,,,,3,3,,,,,,,22,9,31
2022-01-22,06:00:00,,,2,4,,,,,,,7,1,3,2,13,,5,3,,1,1,,5,4,,,,,,,36,15,51
2022-01-22,07:00:00,,,2,3,,1,,,,,6,4,3,,23,31,17,7,2,,4,2,12,14,,,,,,,69,62,131
2022-01-22,08:00:00,2,1,7,2,,3,,,1,,1,1,4,3,54,44,17,8,2,5,13,8,27,31,,,,,,,128,106,234
2022-01-22,09:00:00,,,4,1,2,2,,,,,5,3,10,4,64,59,17,12,4,3,10,12,21,24,,,,,,,137,120,257
2022-01-22,10:00:00,,1,3,2,1,,,,,,1,,9,8,84,73,20,2,,7,12,12,25,25,,,,,,,155,130,285
2022-01-22,11:00:00,,2,2,4,,1,,,,,4,2,4,5,78,74,16,9,1,,22,12,12,25,,,,,,,139,134,273
2022-01-22,12:00:00,,,1,3,1,2,,,,,5,4,9,8,78,70,11,9,1,2,13,17,19,11,,,,,,,138,126,264
2022-01-22,13:00:00,,5,1,1,,,,,,,5,4,5,7,59,53,16,14,1,3,13,16,50,20,,,,,,,150,123,273
2022-01-22,14:00:00,,,2,6,1,,,,,,1,9,4,5,42,38,9,20,1,,19,16,30,15,,,,,,,109,109,218
2022-01-22,15:00:00,,,2,6,1,2,,1,,,6,5,3,6,63,72,10,23,1,1,10,12,24,19,,,,,,,120,147,267
2022-01-22,16:00:00,,,2,6,2,1,,,,,3,5,5,3,71,94,10,26,,1,15,12,16,23,,,,,,,124,171,295
