Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-30,00:00:00,,2,1,3,,,,,,,,1,,1,,2,,,,,,,2,4,,,,,,,3,13,16
2012-12-30,01:00:00,1,2,,,2,1,1,,,,1,,1,2,2,1,,1,,,,,,1,,,,,,,8,8,16
2012-12-30,02:00:00,3,1,4,3,1,,3,,,,,,3,,1,1,2,,,,,,1,2,,,,,,,18,7,25
2012-12-30,03:00:00,2,1,2,2,3,1,8,,,,2,1,4,1,7,2,1,,,,,,,,,,,,,,29,8,37
2012-12-30,04:00:00,4,2,1,4,6,2,41,1,,1,1,,6,3,11,6,3,3,,1,2,,3,3,,,,,,,78,26,104
2012-12-30,05:00:00,7,9,6,12,4,3,38,1,,2,3,1,17,2,27,19,6,4,1,1,1,1,6,6,,1,2,3,,2,118,67,185
2012-12-30,06:00:00,4,4,6,3,,1,6,6,3,2,,,3,4,28,18,1,3,1,2,,1,3,5,,,,2,,,55,51,106
2012-12-30,07:00:00,7,7,3,4,3,2,4,13,6,8,2,4,3,8,45,63,3,6,3,5,2,4,5,7,,,2,4,,,88,135,223
2012-12-30,08:00:00,3,4,3,10,2,5,3,4,8,18,3,5,5,12,53,132,4,3,4,6,3,2,7,11,,,2,3,1,1,101,216,317
2012-12-30,09:00:00,2,2,6,6,3,2,5,3,10,14,3,3,8,16,89,123,6,5,4,3,3,4,12,9,,,3,1,,,154,191,345
2012-12-30,10:00:00,2,5,4,8,1,3,4,6,8,9,5,4,4,10,83,91,4,3,2,4,4,3,8,13,2,,1,2,,,132,161,293
2012-12-30,11:00:00,5,3,3,11,2,6,4,4,6,12,4,3,3,7,77,77,3,4,5,3,3,2,6,8,,2,1,3,,1,122,146,268
2012-12-30,12:00:00,7,2,4,6,1,3,4,3,10,13,3,4,8,18,83,92,1,2,,6,2,3,5,7,1,2,2,6,1,,132,167,299
2012-12-30,13:00:00,5,4,6,13,3,3,5,5,12,10,5,6,12,14,73,100,4,4,3,2,2,2,8,13,,,5,4,,,143,180,323
2012-12-30,14:00:00,4,1,3,5,2,2,4,3,9,16,4,3,9,13,60,94,2,2,2,3,3,1,11,6,,,3,2,,,116,151,267
