Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-19,00:00:00,,,1,,,,,,,,,,,,2,1,1,2,,,,,1,,,,,,,,5,3,8
2022-01-19,01:00:00,3,,,1,,,,,,,,,,,1,1,2,2,,,,,1,1,,,,,,,7,5,12
2022-01-19,02:00:00,,,,1,,,,,3,,,,,1,3,3,,,,,,,2,4,,,,,,,8,9,17
2022-01-19,03:00:00,,,,1,,,,,,,,,,,6,5,3,4,,,,,,3,,,,,,,9,13,22
2022-01-19,04:00:00,,,,1,,,1,,,1,,1,,,9,21,1,8,,,2,4,1,8,,,1,,,,15,44,59
2022-01-19,05:00:00,1,1,6,2,4,1,1,,3,4,,2,,8,12,27,14,3,,,5,11,12,13,,,,,,,58,72,130
2022-01-19,06:00:00,7,6,19,8,8,2,11,2,6,14,5,6,9,2,56,76,11,19,1,6,23,17,6,22,,,,,,,162,180,342
2022-01-19,07:00:00,26,5,10,17,,1,12,8,17,21,1,13,10,,122,152,25,29,17,5,37,40,20,29,,,,2,,,297,322,619
2022-01-19,08:00:00,20,2,7,11,,,18,1,18,33,4,13,14,3,168,310,29,38,17,9,51,62,22,39,,,,8,,,368,529,897
2022-01-19,09:00:00,29,25,9,16,1,2,10,2,26,34,17,17,29,10,282,476,30,45,11,3,50,56,18,63,,,,1,,,512,750,1262
2022-01-19,10:00:00,15,29,7,14,,8,9,,9,35,11,16,11,3,180,435,21,45,3,9,35,77,14,47,,,1,1,,,316,719,1035
2022-01-19,11:00:00,32,19,3,19,9,5,13,2,18,26,24,21,20,6,344,463,34,59,14,7,63,82,62,72,,,,2,,,636,783,1419
2022-01-19,12:00:00,23,16,7,12,11,7,2,,28,34,29,17,28,,395,411,49,47,10,6,65,75,60,106,,,,1,,,707,732,1439
2022-01-19,13:00:00,23,28,2,9,13,8,,,23,26,16,18,28,,388,410,47,48,15,,66,81,62,72,,,,,,,683,700,1383
2022-01-19,14:00:00,21,20,16,8,7,8,11,2,26,31,28,16,30,1,599,420,68,55,18,3,113,73,72,80,,,14,,,,1023,717,1740
