Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-17,00:00:00,,,1,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,5,0,5
2011-11-17,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-17,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-17,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-17,04:00:00,,,2,,1,,,,,,,,2,,2,,,,1,,,,3,,,,,,,,11,0,11
2011-11-17,05:00:00,,,3,,2,,,,,,,,4,,,,,,2,,,,12,,,,,,,,23,0,23
2011-11-17,06:00:00,,,1,3,2,1,1,1,2,1,2,1,3,3,12,9,3,3,2,1,,,7,7,,,,,,,35,30,65
2011-11-17,07:00:00,,,2,2,2,3,,,1,3,,2,4,5,24,10,6,1,2,2,,,12,10,,,,,,,53,38,91
2011-11-17,08:00:00,,,,3,1,2,,,2,2,,1,6,,15,15,8,2,,1,,,,12,,,,,,,32,38,70
2011-11-17,09:00:00,,,3,7,1,3,,,2,3,,1,10,10,24,21,8,5,,2,,,16,17,,,,,,,64,69,133
2011-11-17,10:00:00,,,2,,,2,,,1,3,,1,5,12,48,47,10,4,,3,,,14,16,,,,,,,80,88,168
2011-11-17,11:00:00,,,3,3,1,,,,3,1,2,2,9,5,34,34,4,5,5,2,,,15,14,,,,,,,76,66,142
2011-11-17,12:00:00,1,,2,1,3,2,1,,1,3,,1,13,11,39,33,6,10,1,2,,,14,13,,,,,,,81,76,157
2011-11-17,13:00:00,1,,6,3,1,2,3,1,3,2,1,,12,9,45,25,4,10,2,1,,,11,5,,,,,,,89,58,147
2011-11-17,14:00:00,1,,2,1,2,3,,,1,1,2,,6,9,40,31,8,9,2,2,,,15,15,,,,,,,79,71,150
2011-11-17,15:00:00,,,6,3,4,,,1,2,,1,2,17,5,41,20,6,9,,1,,,18,10,,,,,,,95,51,146
2011-11-17,16:00:00,,,3,3,2,,1,,2,3,1,1,10,5,39,20,6,5,1,,,,9,9,,,,,,,74,46,120
